rate_HMS3-4,yieldRel_COIN_track,uncern_yieldRel_COIN_track
34165.7264590855,0.986787941020533,0.005178095410076
34125.0292464197,0.991755411746606,0.005257312648399
34174.0886407622,1.00220783336306,0.005880626099344
27560.5908973808,1.00667265905349,0.004505994264744
27563.5612132171,0.991895897393453,0.004373794927579
26627.6342873855,0.97398422643602,0.005658553425032
26985.4543295599,0.997726361832635,0.004910481161229
19630.2537578047,0.991237545174491,0.003627468171444
19593.2734918541,0.999033429155656,0.00359901831368
19587.9536525204,0.985825563389895,0.003272192529692
12266.2493318703,0.963421238590055,0.002827975271788
12249.6442249939,0.970600044813631,0.00277158896229
12285.8036079991,0.989253214981748,0.002908791195559
12294.7850295072,0.976967840872936,0.002849136387226
12288.4247712538,0.982078754830501,0.003074994937264
12304.385415958,0.989845564503491,0.003991459550789
8856.93296082046,1,0.00256620004164
8872.55437060993,0.965427651843241,0.002502853725218
8867.37394213754,0.97281540478095,0.002454807878913
8864.22385833106,0.971833136955214,0.002532361574906
8887.57839607725,0.985335859951899,0.002519339614281
8899.68484946007,0.970583742830174,0.002486857168942
8898.53949189379,0.960084124080461,0.00258456097596
8907.00825656525,0.979952517579542,0.002505850065367
8911.44660299118,0.968804187445738,0.002445121690449
