rate_SHMS,yieldRel_COIN_track,uncern_yieldRel_COIN_track
516260.062687358,1.02670120516858,0.007427091250375
516906.658619838,1.01980497730385,0.005144953921214
389863.684033333,1.01508356866288,0.003751286987599
261688.705631579,1.00387620182257,0.003168501901508
261466.334054233,1.00286938985321,0.00301857268519
210029.168256023,1.00730698506543,0.002801959513683
210056.639096135,0.999602163113598,0.002869731731443
209722.594318729,0.996657120464288,0.002873391936189
157928.921780381,1.0003059266001,0.002387798066229
157979.702581276,1.00426900516072,0.002542486490647
157868.12762749,0.989860315870773,0.002522575094816
158383.235035398,1.00769599574411,0.003118413844522
105641.842879158,0.995427386511774,0.00209179199066
105768.052636959,1.01127699025673,0.002180278664882
105787.927754071,0.983144521003856,0.002083826150594
105538.210712585,1,0.002107619331583
105736.781933668,0.994928877932364,0.002220560805142
