DAQ Rate,yieldRel_COIN_track,uncern_yieldRel_COIN_track
2954.11520726738,1.02670120516858,0.007427091250375
2965.22506198102,1.01980497730385,0.005144953921214
1896.84762855323,1.01508356866288,0.003751286987599
2414.52110741935,1.00387620182257,0.003168501901508
2412.02700773947,1.00286938985321,0.00301857268519
2480.06203836994,1.00730698506543,0.002801959513683
2478.73629883013,0.999602163113598,0.002869731731443
2476.36348525544,0.996657120464288,0.002873391936189
1808.17413246978,1.0003059266001,0.002387798066229
2419.61275325212,1.00426900516072,0.002542486490647
2416.63003272515,0.989860315870773,0.002522575094816
2425.65302499506,1.00769599574411,0.003118413844522
2147.5432853075,0.995427386511774,0.00209179199066
2149.9906310326,1.01127699025673,0.002180278664882
2150.00816844124,0.983144521003856,0.002083826150594
2144.87769368577,1,0.002107619331583
2150.20610933084,0.994928877932364,0.002220560805142
