current,yieldRel_COIN_track,uncern_yieldRel_COIN_track
68.6897024688633,0.986787941020533,0.005178095410076
68.5228983808121,0.991755411746606,0.005257312648399
68.649450332066,1.00220783336306,0.005880626099344
55.0267012818178,1.00667265905349,0.004505994264744
55.0190792075885,0.991895897393453,0.004373794927579
54.9968394530048,0.97398422643602,0.005658553425032
53.8691885056409,0.997726361832635,0.004910481161229
39.2745523729397,0.991237545174491,0.003627468171444
39.1884297658692,0.999033429155656,0.00359901831368
39.1751666528253,0.985825563389895,0.003272192529692
24.5251276781458,0.963421238590055,0.002827975271788
24.4946223420292,0.970600044813631,0.00277158896229
24.5704411756556,0.989253214981748,0.002908791195559
24.5843296273736,0.976967840872936,0.002849136387226
24.5630016981518,0.982078754830501,0.003074994937264
24.5976977792281,0.989845564503491,0.003991459550789
17.6952241918499,1,0.00256620004164
17.7219020123426,0.965427651843241,0.002502853725218
17.7139666443066,0.97281540478095,0.002454807878913
17.7040744848148,0.971833136955214,0.002532361574906
17.7520884081281,0.985335859951899,0.002519339614281
17.7821521941908,0.970583742830174,0.002486857168942
17.7754844582785,0.960084124080461,0.00258456097596
17.7862022449516,0.979952517579542,0.002505850065367
17.8074216593739,0.968804187445738,0.002445121690449
