rate_Coin,yieldRel_COIN_track,uncern_yieldRel_COIN_track
2036.53003886268,1.02670120516858,0.007427091250375
2046.53855301902,1.01980497730385,0.005144953921214
1205.14605853883,1.01508356866288,0.003751286987599
582.846329439761,1.00387620182257,0.003168501901508
581.853666021306,1.00286938985321,0.00301857268519
397.038569174284,1.00730698506543,0.002801959513683
396.665794187924,0.999602163113598,0.002869731731443
395.051745113522,0.996657120464288,0.002873391936189
244.77527328499,1.0003059266001,0.002387798066229
245.297540606031,1.00426900516072,0.002542486490647
244.135947503455,0.989860315870773,0.002522575094816
245.267829281654,1.00769599574411,0.003118413844522
130.526441654771,0.995427386511774,0.00209179199066
130.177212041702,1.01127699025673,0.002180278664882
130.371825806913,0.983144521003856,0.002083826150594
129.777724902407,1,0.002107619331583
130.662914635774,0.994928877932364,0.002220560805142
