rate_COIN,yieldRel_COIN_track,uncern_yieldRel_COIN_track
909.407804057673,0.986787941020533,0.005178095410076
905.913070214224,0.991755411746606,0.005257312648399
908.197618166316,1.00220783336306,0.005880626099344
619.354805618698,1.00667265905349,0.004505994264744
618.404611601938,0.991895897393453,0.004373794927579
599.849416188541,0.97398422643602,0.005658553425032
594.728707350007,0.997726361832635,0.004910481161229
342.587766495592,0.991237545174491,0.003627468171444
340.865515720487,0.999033429155656,0.00359901831368
340.422826352318,0.985825563389895,0.003272192529692
157.070245410153,0.963421238590055,0.002827975271788
156.647412497983,0.970600044813631,0.00277158896229
157.680290014128,0.989253214981748,0.002908791195559
158.139925335207,0.976967840872936,0.002849136387226
158.067979427572,0.982078754830501,0.003074994937264
157.448371283353,0.989845564503491,0.003991459550789
96.4119711677354,1,0.00256620004164
95.667504735919,0.965427651843241,0.002502853725218
96.1749015605752,0.97281540478095,0.002454807878913
95.8460786058731,0.971833136955214,0.002532361574906
96.8562461606765,0.985335859951899,0.002519339614281
96.5173720580667,0.970583742830174,0.002486857168942
96.3196713431484,0.960084124080461,0.00258456097596
96.4343132505915,0.979952517579542,0.002505850065367
96.6813959999479,0.968804187445738,0.002445121690449
