current,yieldRel_COIN_track,uncern_yieldRel_COIN_track
39.5144484681274,0.95075470889955,0.002442570286964
39.5816458677338,0.947584037875147,0.00240146018883
29.6564716866728,0.959970998060601,0.002019627228647
19.7501683549104,0.97495801301993,0.001698102150152
19.7242141211586,0.980446764484575,0.001696734198346
15.7920154072442,0.993593234799503,0.001597556990433
15.7886798046607,0.98488453462256,0.001597476004388
15.7772355153592,0.982371866334086,0.001597795114325
11.8204695347775,0.991002252050381,0.001512106335517
11.8323656399844,0.993604968866393,0.001514495184036
11.8158576308878,0.978832673738192,0.001514529519034
11.8612401660693,0.998834750635206,0.001528361572922
7.87178701362473,0.995668064252742,0.001451818733397
7.88092495837458,1.01069876103771,0.001454276991931
7.87932597574634,0.986769720157314,0.001454914060724
7.86178810245003,1,0.001453352489228
7.88183629615323,0.995962243383428,0.001457145589482
