2.673930     0.000388     3.616757     0.001585     5.689785     1
2.634918     0.000488     3.775111     0.001923     9.039466     2
2.617755     0.000572     3.845247     0.002288     10.982878    3
2.607266     0.000614     3.885587     0.002454     13.203682    4
2.596906     0.000582     3.932358     0.002333     17.423426    5
