current,yieldRel_COIN_track,uncern_yieldRel_COIN_track
79.4280383119564,0.930587762975009,0.006700698015194
79.1477879104153,0.934195829969272,0.006607470571009
79.6131728223731,0.94007512023808,0.006152807662826
79.4715974469869,0.933701156065401,0.005376114086678
39.6678995955785,0.978364424912512,0.003262428675986
19.8699710538023,0.99842230343714,0.003127952263374
19.8573962132914,0.994110178188182,0.00287142573997
11.9670033524735,0.993298074144024,0.001684272192504
11.9588921159796,1.0063776922912,0.002000167183489
11.9391706762722,1,0.002211336696665
59.4242454420068,0.968787868081068,0.007824172414873
59.2714445201674,0.95932312518789,0.004097173261764
29.8112061465261,0.986679027908808,0.002848775506791
