rate_COIN,TLT,EDTM Uncer
510.756436200109,0.964437061396074,0.001098019103007
509.165851499519,0.966848277772647,0.001749680978991
506.479869976961,0.967789165446559,0.006867373001206
508.256938662885,0.969102919241423,0.002565862897676
514.247711702858,0.965311418685121,0.001732265086029
780.265698764875,0.951295506723516,0.00282612134136
306.436008617294,0.972004816375677,0.002902965310353
308.667719439771,0.970623238333855,0.00135649281727
156.692253597327,0.979583849716261,0.000815993477477
73.7543784677441,0.989728988716651,0.000465423947922
1302.29269381419,0.942111402741324,0.002054389443512
784.433201596175,0.958444390598498,0.002243792001145
