rate_COIN,yieldRel_COIN_track,uncern_yieldRel_COIN_track
1073.00520124997,0.978840887659051,0.005475713190533
691.70362440531,0.979007172910243,0.004708915631936
683.218306001109,0.994163118149533,0.004968634627226
408.153991166609,0.977742891686628,0.003809278778385
64.5995398017645,0.994129387931777,0.00241618740584
64.8422072269729,0.981690754008476,0.002436033057099
64.748292004236,0.987351484994914,0.002314148495056
64.8436782990156,1,0.002330226688399
1085.43234798618,0.969050210546014,0.005701217870934
699.867397792503,0.977152748244203,0.004921009106931
416.411229807669,0.98300125492327,0.004011742756205
