rate_COIN,yieldRel_COIN_track,uncern_yieldRel_COIN_track
2174.66068768945,0.981662275521672,0.007536026394468
2161.43308184601,0.993864137622351,0.008230214886899
2185.71838137141,0.991753727284839,0.007035864886501
2175.40213450595,0.987794532116589,0.006369457926242
671.093703152762,1.00493419936381,0.00365533129864
227.320210680422,1.00316177703881,0.003339139566329
227.020110895837,1.00232099595462,0.003112095979447
113.794176514468,0.983247687838744,0.001969425371319
113.381570571196,1.01526098902201,0.002714171206922
112.659560400549,1,0.002377030720954
1336.6668219665,1.01138978178316,0.008386332150105
1330.25843799514,1.00412938385704,0.005038349184809
422.14350731537,1.00301768248591,0.003177027565156
