current,yieldRel_COIN_track,uncern_yieldRel_COIN_track
66.2067394765674,0.978840887659051,0.005475713190533
52.7229906015904,0.979007172910243,0.004708915631936
52.3240826097863,0.994163118149533,0.004968634627226
40.0897412088273,0.977742891686628,0.003809278778385
13.6172319401042,0.994129387931777,0.00241618740584
13.6106630180175,0.981690754008476,0.002436033057099
13.6353272228377,0.987351484994914,0.002314148495056
13.5986756030772,1,0.002330226688399
66.1694861254981,0.969050210546014,0.005701217870934
52.8299204295976,0.977152748244203,0.004921009106931
40.380191533204,0.98300125492327,0.004011742756205
