rate_COIN,yieldRel_COIN_track,uncern_yieldRel_COIN_track
510.756436200109,0.989874688750068,0.00360693124828
509.165851499519,0.984307738162271,0.004000613556101
506.479869976961,0.972592225010006,0.009128286280007
508.256938662885,0.979660283412966,0.004666860267311
514.247711702858,0.992284682731048,0.003934365656834
780.265698764875,0.98345366108128,0.005136466633893
306.436008617294,0.984828996729437,0.004422614697517
308.667719439771,0.987367502791965,0.003321447601279
156.692253597327,0.993229623316272,0.00255936504896
73.7543784677441,1,0.002021459416455
1302.29269381419,0.981725499722724,0.005345278011262
784.433201596175,0.980290862281955,0.004865715873571
