rate_Det,yieldRel_COIN_track,uncern_yieldRel_COIN_track
376394.449678995,0.981662275521672,0.007536026394468
375030.252819231,0.993864137622351,0.008230214886899
377090.235405104,0.991753727284839,0.007035864886501
376443.471262524,0.987794532116589,0.006369457926242
191653.062940405,1.00493419936381,0.00365533129864
96344.8242857718,1.00316177703881,0.003339139566329
96266.6494183935,1.00232099595462,0.003112095979447
58079.994780944,0.983247687838744,0.001969425371319
58050.2705412374,1.01526098902201,0.002714171206922
57960.4462052645,1,0.002377030720954
286194.788788835,1.01138978178316,0.008386332150105
285477.028236737,1.00412938385704,0.005038349184809
144206.342338331,1.00301768248591,0.003177027565156
