current,yieldRel_COIN_track,uncern_yieldRel_COIN_track
39.4976685626643,0.989874688750068,0.00360693124828
39.4061735849608,0.984307738162271,0.004000613556101
39.4689016549124,0.972592225010006,0.009128286280007
39.3777435106941,0.979660283412966,0.004666860267311
39.5727309440225,0.992284682731048,0.003934365656834
49.273608602557,0.98345366108128,0.005136466633893
29.5826190140016,0.984828996729437,0.004422614697517
29.7448341108835,0.987367502791965,0.003321447601279
19.812817415986,0.993229623316272,0.00255936504896
11.9147379660064,1,0.002021459416455
64.1422386136698,0.981725499722724,0.005345278011262
49.3427775246145,0.980290862281955,0.004865715873571
