rate_HMS3-4,yieldRel_COIN_track,uncern_yieldRel_COIN_track
57106.0184563392,0.989874688750068,0.00360693124828
56992.519415561,0.984307738162271,0.004000613556101
57112.9180494894,0.972592225010006,0.009128286280007
56969.269037912,0.979660283412966,0.004666860267311
57271.3463469934,0.992284682731048,0.003934365656834
71458.9341686082,0.98345366108128,0.005136466633893
42829.3507408933,0.984828996729437,0.004422614697517
43010.1259417215,0.987367502791965,0.003321447601279
28670.3778671513,0.993229623316272,0.00255936504896
17238.2743132636,1,0.002021459416455
92941.9527364735,0.981725499722724,0.005345278011262
71609.3456017425,0.980290862281955,0.004865715873571
