rate_COIN,CoinBlocking_Corr,CoinBlockUncer
510.756436200109,0.988094275507898,0.002708750033849
509.165851499519,0.987860687477998,0.002824726659119
506.479869976961,0.986987667754806,0.003188723793553
508.256938662885,0.987300696013267,0.002940239661421
514.247711702858,0.987775987870748,0.00268546359954
780.265698764875,0.984593313797347,0.003308764431628
306.436008617294,0.991042186962569,0.002428099882107
308.667719439771,0.991061483799911,0.002337642202712
156.692253597327,0.994241806254459,0.00180917514543
73.7543784677441,0.996797600227005,0.001279707116388
1302.29269381419,0.978887054261217,0.003898081295198
784.433201596175,0.984252652478749,0.003369177484775
