rate_SHMS,yieldRel_COIN_track,uncern_yieldRel_COIN_track
219587.139160072,0.989874688750068,0.00360693124828
219067.67976292,0.984307738162271,0.004000613556101
219523.969290353,0.972592225010006,0.009128286280007
218952.919160938,0.979660283412966,0.004666860267311
220132.221603306,0.992284682731048,0.003934365656834
279827.622837078,0.98345366108128,0.005136466633893
161352.407251844,0.984828996729437,0.004422614697517
162311.319576652,0.987367502791965,0.003321447601279
105963.52432317,0.993229623316272,0.00255936504896
62702.8656323283,1,0.002021459416455
374127.628229231,0.981725499722724,0.005345278011262
280244.174451346,0.980290862281955,0.004865715873571
