rate_COIN,CoinBlocking_Corr,CoinBlockUncer
2174.66068768945,0.988507186661156,0.002202997939283
2161.43308184601,0.974584539234836,0.00415269419604
2185.71838137141,0.988655956979048,0.002088600106308
2175.40213450595,0.988490826764126,0.002191480360616
671.093703152762,0.994353990573754,0.00150053493792
227.320210680422,0.997177286030933,0.000930153343581
227.020110895837,0.997263222929075,0.000987384771887
113.794176514468,0.99814068794546,0.001006839142064
113.381570571196,0.992064027590343,0.001740620535791
112.659560400549,0.998342130069432,0.000750966152737
1336.6668219665,0.991497725268603,0.001811778225371
1330.25843799514,0.991473328859542,0.001883536212448
422.14350731537,0.995737951767994,0.001279238889449
